"entidad","causa","tipo_impacto","total_hectareas","fecha_inicio","fecha_termino"
"Puebla","Fogatas","Impacto Mínimo",2,2023-02-01,2023-02-01
"Puebla","Actividades pecuarias","Impacto Mínimo",1.5,2023-02-01,2023-02-01
"Puebla","Actividades pecuarias","Impacto Mínimo",4,2023-02-01,2023-02-01
"Puebla","Intencional","Impacto Mínimo",2,2023-02-03,2023-02-03
"Puebla","Actividades pecuarias","Impacto Mínimo",1,2023-02-04,2023-02-04
"Puebla","Actividades pecuarias","Impacto Mínimo",3,2023-02-05,2023-02-05
"Puebla","Intencional","Impacto Mínimo",5,2023-02-05,2023-02-05
"Puebla","Fogatas","Impacto Mínimo",1,2023-02-06,2023-02-06
"Puebla","Fogatas","Impacto Mínimo",20,2023-02-06,2023-02-06
"Puebla","Desconocidas","Impacto Mínimo",2.5,2023-02-06,2023-02-06
"Puebla","Residuos de aprovechamiento forestal","Impacto Mínimo",2,2023-02-06,2023-02-06
"Puebla","Actividades pecuarias","Impacto Mínimo",0.5,2023-02-07,2023-02-07
"Puebla","Fogatas","Impacto Mínimo",1.5,2023-02-07,2023-02-07
"Puebla","Actividades pecuarias","Impacto Mínimo",7.5,2023-02-08,2023-02-08
"Puebla","Actividades pecuarias","Impacto Mínimo",3,2023-02-09,2023-02-09
"Puebla","Desconocidas","Impacto Mínimo",4,2023-02-09,2023-02-10
"Puebla","Actividades agrícolas","Impacto Mínimo",15,2023-02-10,2023-02-10
"Puebla","Residuos de aprovechamiento forestal","Impacto Mínimo",25,2023-02-12,2023-02-12
"Puebla","Intencional","Impacto Mínimo",1.5,2023-02-13,2023-02-13
"Puebla","Desconocidas","Impacto Mínimo",1,2023-02-13,2023-02-13
"Puebla","Actividades pecuarias","Impacto Mínimo",1,2023-02-13,2023-02-13
"Puebla","Actividades pecuarias","Impacto Mínimo",0.5,2023-02-13,2023-02-13
"Puebla","Intencional","Impacto Mínimo",1,2023-02-14,2023-02-14
"Puebla","Intencional","Impacto Mínimo",5,2023-02-15,2023-02-15
"Puebla","Intencional","Impacto Mínimo",3,2023-02-15,2023-02-15
"Puebla","Limpias de derecho de vía","Impacto Mínimo",1,2023-02-15,2023-02-15
"Puebla","Intencional","Impacto Mínimo",8,2023-02-15,2023-02-16
"Puebla","Actividades pecuarias","Impacto Mínimo",8,2023-02-16,2023-02-16
"Puebla","Actividades pecuarias","Impacto Mínimo",1,2023-02-16,2023-02-16
"Puebla","Intencional","Impacto Mínimo",5,2023-02-16,2023-02-16
"Puebla","Actividades agrícolas","Impacto Mínimo",1,2023-02-16,2023-02-16
"Puebla","Intencional","Impacto Mínimo",0.5,2023-02-17,2023-02-17
"Puebla","Intencional","Impacto Mínimo",2,2023-02-18,2023-02-18
"Puebla","Intencional","Impacto Mínimo",4,2023-02-19,2023-02-19
"Puebla","Intencional","Impacto Mínimo",1.5,2023-02-19,2023-02-19
"Puebla","Actividades pecuarias","Impacto Mínimo",27,2023-02-20,2023-02-20
"Puebla","Actividades pecuarias","Impacto Moderado",452,2023-02-20,2023-02-23
"Puebla","Intencional","Impacto Mínimo",25,2023-02-20,2023-02-20
"Puebla","Actividades agrícolas","Impacto Mínimo",97,2023-02-20,2023-02-22
"Puebla","Desconocidas","Impacto Mínimo",12,2023-02-20,2023-02-20
"Puebla","Intencional","Impacto Mínimo",0.5,2023-02-20,2023-02-20
"Puebla","Intencional","Impacto Mínimo",1.5,2023-02-20,2023-02-20
"Puebla","Desconocidas","Impacto Mínimo",0.5,2023-02-21,2023-02-21
"Puebla","Desconocidas","Impacto Mínimo",1.5,2023-02-21,2023-02-21
"Puebla","Intencional","Impacto Mínimo",31,2023-02-21,2023-02-21
"Puebla","Actividades agrícolas","Impacto Mínimo",2,2023-02-21,2023-02-21
"Puebla","Intencional","Impacto Mínimo",3,2023-02-21,2023-02-21
"Puebla","Intencional","Impacto Mínimo",4,2023-02-21,2023-02-21
"Puebla","Desconocidas","Impacto Mínimo",10,2023-02-21,2023-02-21
"Puebla","Intencional","Impacto Mínimo",154,2023-02-17,2023-02-18
"Puebla","Intencional","Impacto Mínimo",10,2023-02-22,2023-02-22
"Puebla","Fogatas","Impacto Mínimo",5,2023-02-22,2023-02-22
"Puebla","Intencional","Impacto Mínimo",2.5,2023-02-22,2023-02-22
"Puebla","Intencional","Impacto Mínimo",60,2023-02-23,2023-02-25
"Puebla","Intencional","Impacto Mínimo",10,2023-02-23,2023-02-23
"Puebla","Intencional","Impacto Mínimo",49.5,2023-02-23,2023-02-24
"Puebla","Desconocidas","Impacto Mínimo",10,2023-02-23,2023-02-24
"Puebla","Actividades pecuarias","Impacto Mínimo",2.5,2023-02-23,2023-02-24
"Puebla","Fumadores","Impacto Mínimo",6.5,2023-02-24,2023-02-24
"Puebla","Cazadores","Impacto Mínimo",5,2023-02-24,2023-02-24
"Puebla","Quema de basureros","Impacto Mínimo",2,2023-02-24,2023-02-25
"Puebla","Intencional","Impacto Mínimo",4,2023-02-25,2023-02-25
"Puebla","Intencional","Impacto Mínimo",10,2023-02-25,2023-02-26
"Puebla","Cazadores","Impacto Mínimo",10,2023-02-25,2023-02-25
"Puebla","Intencional","Impacto Mínimo",5,2023-02-25,2023-02-25
"Puebla","Intencional","Impacto Mínimo",6,2023-02-26,2023-02-26
"Puebla","Residuos de aprovechamiento forestal","Impacto Mínimo",1.5,2023-02-26,2023-02-26
"Puebla","Actividades agrícolas","Impacto Mínimo",8,2023-02-27,2023-02-27
"Puebla","Desconocidas","Impacto Mínimo",110,2023-02-27,2023-03-03
"Puebla","Desconocidas","Impacto Mínimo",340,2023-02-27,2023-03-03
"Puebla","Intencional","Impacto Mínimo",45,2023-02-27,2023-02-28
"Puebla","Actividades agrícolas","Impacto Mínimo",7,2023-02-28,2023-02-28
"Puebla","Residuos de aprovechamiento forestal","Impacto Mínimo",2.5,2023-02-28,2023-02-28
"Puebla","Intencional","Impacto Mínimo",10,2023-02-28,2023-02-28
"Puebla","Intencional","Impacto Mínimo",34,2023-02-28,2023-03-01
"Puebla","Intencional","Impacto Mínimo",20,2023-02-28,2023-03-01
"Puebla","Actividades pecuarias","Impacto Mínimo",6.5,2023-02-28,2023-02-28
"Puebla","Quema de basureros","Impacto Mínimo",10,2023-03-01,2023-03-02
"Puebla","Actividades pecuarias","Impacto Mínimo",4,2023-03-01,2023-03-02
"Puebla","Actividades pecuarias","Impacto Mínimo",23.5,2023-03-02,2023-03-03
"Puebla","Actividades agrícolas","Impacto Mínimo",3,2023-03-02,2023-03-02
"Puebla","Intencional","Impacto Mínimo",6,2023-03-02,2023-03-02
"Puebla","Actividades pecuarias","Impacto Mínimo",2.5,2023-03-02,2023-03-02
"Puebla","Intencional","Impacto Mínimo",32,2023-03-02,2023-03-02
"Puebla","Intencional","Impacto Mínimo",10,2023-03-02,2023-03-02
"Puebla","Actividades pecuarias","Impacto Mínimo",9,2023-03-02,2023-03-03
"Puebla","Intencional","Impacto Mínimo",32,2023-03-03,2023-03-04
"Puebla","Cazadores","Impacto Mínimo",5,2023-03-03,2023-03-03
"Puebla","Desconocidas","Impacto Mínimo",1.5,2023-03-03,2023-03-03
"Puebla","Desconocidas","Impacto Mínimo",5.5,2023-03-03,2023-03-03
"Puebla","Actividades pecuarias","Impacto Mínimo",9,2023-03-04,2023-03-04
"Puebla","Actividades pecuarias","Impacto Mínimo",2.5,2023-03-04,2023-03-04
"Puebla","Actividades pecuarias","Impacto Mínimo",3.5,2023-03-04,2023-03-04
"Puebla","Intencional","Impacto Mínimo",4.7,2023-03-04,2023-03-04
"Puebla","Intencional","Impacto Mínimo",92.5,2023-03-04,2023-03-05
"Puebla","Desconocidas","Impacto Mínimo",4,2023-03-04,2023-03-05
"Puebla","Actividades pecuarias","Impacto Mínimo",141,2023-03-04,2023-03-05
"Puebla","Desconocidas","Impacto Mínimo",27,2023-03-06,2023-03-06
"Puebla","Intencional","Impacto Mínimo",14,2023-03-06,2023-03-06
"Puebla","Actividades pecuarias","Impacto Mínimo",71,2023-03-06,2023-03-06
"Puebla","Actividades pecuarias","Impacto Mínimo",17.5,2023-03-06,2023-03-07
"Puebla","Intencional","Impacto Mínimo",1.5,2023-03-06,2023-03-06
"Puebla","Actividades agrícolas","Impacto Mínimo",2,2023-03-07,2023-03-07
"Puebla","Desconocidas","Impacto Severo",160,2023-03-07,2023-03-08
"Puebla","Actividades pecuarias","Impacto Mínimo",6,2023-03-07,2023-03-07
"Puebla","Intencional","Impacto Mínimo",16.5,2023-03-07,2023-03-07
"Puebla","Actividades pecuarias","Impacto Mínimo",43,2023-03-07,2023-03-08
"Puebla","Desconocidas","Impacto Mínimo",1.5,2023-03-07,2023-03-07
"Puebla","Actividades pecuarias","Impacto Mínimo",3,2023-03-07,2023-03-07
"Puebla","Actividades pecuarias","Impacto Mínimo",5,2023-03-07,2023-03-07
"Puebla","Actividades pecuarias","Impacto Mínimo",14,2023-03-07,2023-03-07
"Puebla","Intencional","Impacto Mínimo",6.5,2023-03-07,2023-03-08
"Puebla","Intencional","Impacto Mínimo",21.5,2023-03-07,2023-03-08
"Puebla","Actividades agrícolas","Impacto Mínimo",6,2023-03-07,2023-03-08
"Puebla","Intencional","Impacto Mínimo",41.5,2023-03-08,2023-03-09
"Puebla","Actividades agrícolas","Impacto Mínimo",1,2023-03-09,2023-03-09
"Puebla","Desconocidas","Impacto Mínimo",2.5,2023-03-09,2023-03-09
"Puebla","Actividades pecuarias","Impacto Mínimo",1,2023-03-09,2023-03-09
"Puebla","Actividades pecuarias","Impacto Mínimo",22,2023-03-10,2023-03-10
"Puebla","Actividades agrícolas","Impacto Mínimo",12,2023-03-10,2023-03-10
"Puebla","Actividades pecuarias","Impacto Mínimo",3,2023-03-10,2023-03-10
"Puebla","Actividades pecuarias","Impacto Moderado",220,2023-03-10,2023-03-11
"Puebla","Actividades pecuarias","Impacto Mínimo",18.5,2023-03-10,2023-03-10
"Puebla","Actividades pecuarias","Impacto Mínimo",13,2023-03-10,2023-03-10
"Puebla","Intencional","Impacto Mínimo",2,2023-03-10,2023-03-10
"Puebla","Intencional","Impacto Mínimo",7.5,2023-03-10,2023-03-10
"Puebla","Actividades pecuarias","Impacto Mínimo",2,2023-03-10,2023-03-10
"Puebla","Intencional","Impacto Mínimo",10,2023-03-10,2023-03-11
"Puebla","Desconocidas","Impacto Mínimo",1,2023-03-11,2023-03-11
"Puebla","Desconocidas","Impacto Mínimo",14.5,2023-03-11,2023-03-12
"Puebla","Actividades pecuarias","Impacto Mínimo",9,2023-03-11,2023-03-11
"Puebla","Intencional","Impacto Mínimo",1,2023-03-11,2023-03-11
"Puebla","Quema de basureros","Impacto Mínimo",3,2023-03-11,2023-03-11
"Puebla","Actividades pecuarias","Impacto Mínimo",0.5,2023-03-11,2023-03-11
"Puebla","Actividades pecuarias","Impacto Mínimo",16,2023-03-13,2023-03-14
"Puebla","Desconocidas","Impacto Mínimo",23.5,2023-03-13,2023-03-14
"Puebla","Desconocidas","Impacto Mínimo",1,2023-03-13,2023-03-13
"Puebla","Intencional","Impacto Mínimo",1,2023-03-15,2023-03-15
"Puebla","Intencional","Impacto Mínimo",1,2023-03-21,2023-03-21
"Puebla","Intencional","Impacto Mínimo",3,2023-03-22,2023-03-22
"Puebla","Intencional","Impacto Mínimo",4,2023-03-22,2023-03-22
"Puebla","Actividades pecuarias","Impacto Mínimo",2.5,2023-03-22,2023-03-22
"Puebla","Actividades pecuarias","Impacto Mínimo",5,2023-03-21,2023-03-22
"Puebla","Actividades agrícolas","Impacto Mínimo",22.5,2023-03-22,2023-03-23
"Puebla","Actividades pecuarias","Impacto Mínimo",39,2023-03-22,2023-03-23
"Puebla","Intencional","Impacto Mínimo",1.5,2023-03-23,2023-03-23
"Puebla","Intencional","Impacto Mínimo",3,2023-03-23,2023-03-23
"Puebla","Intencional","Impacto Mínimo",13.5,2023-03-23,2023-03-24
"Puebla","Desconocidas","Impacto Mínimo",108.5,2023-03-24,2023-03-29
"Puebla","Quema de basureros","Impacto Mínimo",4.5,2023-03-12,2023-03-12
"Puebla","Actividades pecuarias","Impacto Mínimo",7.5,2023-03-25,2023-03-27
"Puebla","Actividades agrícolas","Impacto Mínimo",11.5,2023-03-25,2023-03-25
"Puebla","Actividades pecuarias","Impacto Mínimo",1.5,2023-03-25,2023-03-25
"Puebla","Actividades pecuarias","Impacto Mínimo",27.5,2023-03-26,2023-03-26
"Puebla","Intencional","Impacto Mínimo",0.5,2023-03-27,2023-03-27
"Puebla","Actividades agrícolas","Impacto Mínimo",3.5,2023-03-27,2023-03-27
"Puebla","Actividades pecuarias","Impacto Mínimo",30,2023-03-26,2023-03-28
"Puebla","Intencional","Impacto Mínimo",5,2023-03-27,2023-03-27
"Puebla","Actividades pecuarias","Impacto Mínimo",6,2023-03-27,2023-03-27
"Puebla","Desconocidas","Impacto Mínimo",3.5,2023-03-27,2023-03-27
"Puebla","Intencional","Impacto Mínimo",18,2023-03-27,2023-03-29
"Puebla","Desconocidas","Impacto Mínimo",11.5,2023-03-28,2023-03-28
"Puebla","Intencional","Impacto Mínimo",2.5,2023-03-28,2023-03-29
"Puebla","Desconocidas","Impacto Mínimo",13,2023-03-28,2023-03-29
"Puebla","Fumadores","Impacto Mínimo",0.5,2023-03-29,2023-03-29
"Puebla","Actividades pecuarias","Impacto Mínimo",0.5,2023-03-30,2023-03-30
"Puebla","Intencional","Impacto Mínimo",40,2023-03-30,2023-03-30
"Puebla","Intencional","Impacto Mínimo",210,2023-03-30,2023-04-01
"Puebla","Actividades pecuarias","Impacto Mínimo",35,2023-03-31,2023-03-31
"Puebla","Fogatas","Impacto Mínimo",40.5,2023-03-31,2023-03-31
"Puebla","Cazadores","Impacto Mínimo",0.5,2023-03-31,2023-03-31
"Puebla","Intencional","Impacto Mínimo",13.5,2023-04-01,2023-04-01
"Puebla","Actividades pecuarias","Impacto Mínimo",15.5,2023-04-01,2023-04-01
"Puebla","Actividades pecuarias","Impacto Mínimo",3,2023-04-01,2023-04-01
"Puebla","Actividades pecuarias","Impacto Mínimo",9.5,2023-04-02,2023-04-02
"Puebla","Intencional","Impacto Mínimo",10,2023-04-02,2023-04-02
"Puebla","Desconocidas","Impacto Mínimo",5.5,2023-04-02,2023-04-02
"Puebla","Intencional","Impacto Mínimo",317,2023-04-02,2023-04-06
"Puebla","Intencional","Impacto Mínimo",57,2023-04-02,2023-04-03
"Puebla","Intencional","Impacto Mínimo",14.5,2023-04-03,2023-04-04
"Puebla","Intencional","Impacto Mínimo",3,2023-04-03,2023-04-03
"Puebla","Intencional","Impacto Mínimo",32,2023-04-01,2023-04-01
"Puebla","Fogatas","Impacto Mínimo",2,2023-02-03,2023-02-03
"Puebla","Intencional","Impacto Mínimo",17.5,2023-04-03,2023-04-04
"Puebla","Desconocidas","Impacto Mínimo",66,2023-04-03,2023-04-11
"Puebla","Intencional","Impacto Mínimo",458.5,2023-04-03,2023-04-06
"Puebla","Quema de basureros","Impacto Mínimo",3,2023-04-03,2023-04-03
"Puebla","Intencional","Impacto Mínimo",43,2023-04-03,2023-04-04
"Puebla","Residuos de aprovechamiento forestal","Impacto Mínimo",17.5,2023-04-03,2023-04-06
"Puebla","Intencional","Impacto Mínimo",15,2023-04-03,2023-04-04
"Puebla","Fumadores","Impacto Mínimo",16.5,2023-04-04,2023-04-05
"Puebla","Intencional","Impacto Mínimo",1.5,2023-04-04,2023-04-04
"Puebla","Actividades pecuarias","Impacto Mínimo",20,2023-04-04,2023-04-04
"Puebla","Intencional","Impacto Mínimo",6,2023-04-04,2023-04-04
"Puebla","Intencional","Impacto Mínimo",160,2023-04-04,2023-04-07
"Puebla","Actividades pecuarias","Impacto Mínimo",13,2023-04-05,2023-04-05
"Puebla","Desconocidas","Impacto Mínimo",34,2023-04-05,2023-04-06
"Puebla","Actividades pecuarias","Impacto Mínimo",59.5,2023-04-06,2023-04-07
"Puebla","Intencional","Impacto Mínimo",245,2023-04-06,2023-04-07
"Puebla","Intencional","Impacto Mínimo",78,2023-04-06,2023-04-07
"Puebla","Intencional","Impacto Mínimo",5,2023-04-07,2023-04-07
"Puebla","Intencional","Impacto Mínimo",81,2023-04-07,2023-04-08
"Puebla","Actividades pecuarias","Impacto Mínimo",26.5,2023-04-08,2023-04-08
"Puebla","Intencional","Impacto Mínimo",3,2023-04-09,2023-04-09
"Puebla","Intencional","Impacto Mínimo",62,2023-04-14,2023-04-15
"Puebla","Intencional","Impacto Mínimo",6.5,2023-04-15,2023-04-15
"Puebla","Intencional","Impacto Mínimo",5.5,2023-04-15,2023-04-15
"Puebla","Intencional","Impacto Mínimo",14,2023-04-16,2023-04-18
"Puebla","Intencional","Impacto Mínimo",8,2023-04-17,2023-04-17
"Puebla","Actividades pecuarias","Impacto Mínimo",1.5,2023-04-19,2023-04-19
"Puebla","Actividades pecuarias","Impacto Mínimo",14,2023-04-20,2023-04-20
"Puebla","Desconocidas","Impacto Mínimo",24,2023-04-20,2023-04-22
"Puebla","Intencional","Impacto Mínimo",12,2023-04-24,2023-04-24
"Puebla","Intencional","Impacto Mínimo",0.5,2023-04-25,2023-04-25
"Puebla","Desconocidas","Impacto Mínimo",8.5,2023-04-25,2023-04-25
"Puebla","Intencional","Impacto Mínimo",21.5,2023-04-26,2023-04-26
"Puebla","Desconocidas","Impacto Mínimo",2.5,2023-04-26,2023-04-26
"Puebla","Intencional","Impacto Mínimo",2,2023-04-26,2023-04-26
"Puebla","Intencional","Impacto Mínimo",2.5,2023-04-28,2023-04-28
"Puebla","Intencional","Impacto Mínimo",3,2023-04-28,2023-04-28
"Puebla","Intencional","Impacto Mínimo",11.5,2023-04-28,2023-04-28
"Puebla","Intencional","Impacto Mínimo",7.5,2023-04-28,2023-04-28
"Puebla","Actividades pecuarias","Impacto Mínimo",6.5,2023-04-29,2023-04-29
"Puebla","Intencional","Impacto Mínimo",1,2023-04-29,2023-04-29
"Puebla","Intencional","Impacto Mínimo",7,2023-04-30,2023-04-30
"Puebla","Intencional","Impacto Mínimo",4.5,2023-04-30,2023-04-30
"Puebla","Intencional","Impacto Mínimo",100,2023-04-29,2023-04-30
"Puebla","Intencional","Impacto Mínimo",29,2023-04-30,2023-05-01
"Puebla","Intencional","Impacto Mínimo",151,2023-05-01,2023-05-02
"Puebla","Actividades pecuarias","Impacto Mínimo",8.5,2023-05-01,2023-05-01
"Puebla","Intencional","Impacto Mínimo",4.5,2023-05-01,2023-05-01
"Puebla","Intencional","Impacto Mínimo",2.5,2023-05-02,2023-05-02
"Puebla","Desconocidas","Impacto Mínimo",13,2023-05-02,2023-05-04
"Puebla","Cazadores","Impacto Mínimo",12,2023-05-03,2023-05-03
"Puebla","Intencional","Impacto Mínimo",144,2023-05-04,2023-05-05
"Puebla","Cazadores","Impacto Mínimo",7,2023-05-04,2023-05-04
"Puebla","Desconocidas","Impacto Mínimo",2,2023-05-05,2023-05-05
"Puebla","Actividades agrícolas","Impacto Mínimo",14.5,2023-05-05,2023-05-05
"Puebla","Actividades pecuarias","Impacto Mínimo",1.5,2023-05-05,2023-05-05
"Puebla","Intencional","Impacto Mínimo",1,2023-05-05,2023-05-05
"Puebla","Desconocidas","Impacto Mínimo",27,2023-05-06,2023-05-06
"Puebla","Intencional","Impacto Mínimo",12.5,2023-05-05,2023-05-06
"Puebla","Intencional","Impacto Mínimo",127,2023-05-05,2023-05-08
"Puebla","Desconocidas","Impacto Mínimo",21.5,2023-05-06,2023-05-06
"Puebla","Fogatas","Impacto Mínimo",3,2023-05-06,2023-05-06
"Puebla","Fogatas","Impacto Mínimo",1.5,2023-05-06,2023-05-06
"Puebla","Desconocidas","Impacto Mínimo",1,2023-05-07,2023-05-07
"Puebla","Intencional","Impacto Mínimo",142,2023-05-07,2023-05-08
"Puebla","Actividades pecuarias","Impacto Mínimo",14.5,2023-05-08,2023-05-08
"Puebla","Desconocidas","Impacto Mínimo",3,2023-05-08,2023-05-08
"Puebla","Intencional","Impacto Mínimo",2.5,2023-05-08,2023-05-08
"Puebla","Intencional","Impacto Mínimo",2,2023-05-08,2023-05-08
"Puebla","Intencional","Impacto Mínimo",1.5,2023-05-08,2023-05-08
"Puebla","Intencional","Impacto Mínimo",1,2023-05-08,2023-05-08
"Puebla","Actividades pecuarias","Impacto Mínimo",63,2023-05-09,2023-05-09
"Puebla","Desconocidas","Impacto Mínimo",3,2023-05-09,2023-05-09
"Puebla","Naturales","Impacto Mínimo",31,2023-05-09,2023-05-10
"Puebla","Intencional","Impacto Mínimo",16.5,2023-05-09,2023-05-09
"Puebla","Otras actividades productivas","Impacto Mínimo",18,2023-04-03,2023-04-04
"Puebla","Fumadores","Impacto Mínimo",705,2023-06-04,2023-06-07
"Puebla","Desconocidas","Impacto Mínimo",5,2023-06-08,2023-06-08
"Puebla","Desconocidas","Impacto Mínimo",2.5,2023-06-10,2023-06-10
"Puebla","Desconocidas","Impacto Mínimo",1,2023-06-10,2023-06-11
"Puebla","Actividades agrícolas","Impacto Mínimo",2,2023-06-11,2023-06-11
"Puebla","Desconocidas","Impacto Mínimo",6,2023-06-12,2023-06-13
"Puebla","Actividades pecuarias","Impacto Mínimo",3.5,2023-06-12,2023-06-12
"Puebla","Desconocidas","Impacto Mínimo",24,2023-06-13,2023-06-13
"Puebla","Actividades pecuarias","Impacto Mínimo",3.5,2023-06-13,2023-06-13
"Puebla","Desconocidas","Impacto Mínimo",2,2023-06-13,2023-06-13
"Puebla","Intencional","Impacto Mínimo",12,2023-06-13,2023-06-13
"Puebla","Desconocidas","Impacto Mínimo",10,2023-06-13,2023-06-14
"Puebla","Fogatas","Impacto Mínimo",15,2023-06-14,2023-06-15
"Puebla","Desconocidas","Impacto Mínimo",1.5,2023-06-14,2023-06-14
"Puebla","Intencional","Impacto Mínimo",20,2023-06-14,2023-06-15
"Puebla","Intencional","Impacto Mínimo",8.5,2023-06-15,2023-06-16
"Puebla","Desconocidas","Impacto Mínimo",2.5,2023-06-16,2023-06-16
"Puebla","Desconocidas","Impacto Mínimo",9.5,2023-06-13,2023-06-13
"Puebla","Actividades agrícolas","Impacto Mínimo",83.5,2023-06-16,2023-06-26
"Puebla","Desconocidas","Impacto Mínimo",6.5,2023-06-16,2023-06-17
"Puebla","Desconocidas","Impacto Mínimo",4.5,2023-06-16,2023-06-16
"Puebla","Actividades agrícolas","Impacto Mínimo",192.5,2023-06-16,2023-06-23
"Puebla","Fogatas","Impacto Mínimo",1,2023-06-17,2023-06-17
"Puebla","Intencional","Impacto Mínimo",10,2023-06-18,2023-06-19
"Puebla","Desconocidas","Impacto Mínimo",10,2023-06-19,2023-06-19
"Puebla","Quema de basureros","Impacto Mínimo",64.5,2023-06-19,2023-06-20
"Puebla","Actividades agrícolas","Impacto Mínimo",4,2023-06-19,2023-06-19
"Puebla","Desconocidas","Impacto Mínimo",8,2023-06-19,2023-06-20
"Puebla","Desconocidas","Impacto Mínimo",10.5,2023-06-19,2023-06-21
"Puebla","Desconocidas","Impacto Mínimo",24.5,2023-06-20,2023-06-24
"Puebla","Intencional","Impacto Mínimo",32,2023-06-20,2023-06-21
"Puebla","Otras actividades productivas","Impacto Moderado",50,2023-06-20,2023-06-24
"Puebla","Desconocidas","Impacto Mínimo",9,2023-06-20,2023-06-20
"Puebla","Desconocidas","Impacto Moderado",993.5,2023-06-21,2023-06-25
"Puebla","Intencional","Impacto Mínimo",3,2023-06-21,2023-06-22
"Puebla","Desconocidas","Impacto Mínimo",64,2023-06-21,2023-06-22
"Puebla","Desconocidas","Impacto Mínimo",33.5,2023-06-21,2023-06-24
"Puebla","Desconocidas","Impacto Mínimo",12,2023-06-23,2023-06-23
"Puebla","Actividades agrícolas","Impacto Mínimo",26,2023-06-24,2023-06-25
"Puebla","Intencional","Impacto Mínimo",33,2023-06-24,2023-06-24
"Puebla","Intencional","Impacto Mínimo",2,2023-06-24,2023-06-25
"Puebla","Intencional","Impacto Mínimo",17,2023-06-24,2023-06-24
"Puebla","Fogatas","Impacto Mínimo",31.5,2023-07-15,2023-07-16
"Puebla","Desconocidas","Impacto Mínimo",2.5,2023-07-16,2023-07-16
"Puebla","Desconocidas","Impacto Mínimo",2.5,2023-06-19,2023-06-20
"Puebla","Desconocidas","Impacto Mínimo",32.5,2023-09-21,2023-09-22
"Puebla","Intencional","Impacto Mínimo",1,2023-10-17,2023-10-17
"Puebla","Desconocidas","Impacto Mínimo",1,2023-10-31,2023-11-01
"Puebla","Cazadores","Impacto Mínimo",40,2023-11-06,2023-11-07
"Puebla","Desconocidas","Impacto Mínimo",1.5,2023-11-18,2023-11-18
"Puebla","Fogatas","Impacto Mínimo",11.5,2023-11-18,2023-11-18
"Puebla","Fogatas","Impacto Mínimo",2.5,2023-11-18,2023-11-18
"Puebla","Intencional","Impacto Mínimo",8,2023-11-19,2023-11-21
"Puebla","Desconocidas","Impacto Mínimo",1.74,2023-12-17,2023-12-17
"Puebla","Desconocidas","Impacto Mínimo",3,2023-12-20,2023-12-20
"Puebla","Actividades pecuarias","Impacto Mínimo",3,2023-12-30,2023-12-30
"Puebla","Actividades pecuarias","Impacto Moderado",10.5,2024-01-01,2024-01-02
"Puebla","Actividades agrícolas","Impacto Mínimo",7.5,2024-01-02,2024-01-03
"Puebla","Intencional","Impacto Mínimo",0.64,2024-01-03,2024-01-03
"Puebla","Intencional","Impacto Mínimo",2,2024-01-03,2024-01-03
"Puebla","Actividades agrícolas","Impacto Mínimo",12.5,2024-01-04,2024-01-05
"Puebla","Desconocidas","Impacto Mínimo",21.5,2024-01-05,2024-01-05
"Puebla","Actividades pecuarias","Impacto Moderado",8.5,2024-01-05,2024-01-06
"Puebla","Actividades pecuarias","Impacto Mínimo",9.5,2024-01-08,2024-01-08
"Puebla","Actividades agrícolas","Impacto Mínimo",21.5,2024-01-08,2024-01-09
"Puebla","Actividades pecuarias","Impacto Mínimo",16.5,2024-01-12,2024-01-12
"Puebla","Intencional","Impacto Mínimo",1,2024-01-13,2024-01-14
"Puebla","Actividades pecuarias","Impacto Mínimo",3.08,2024-01-16,2024-01-16
"Puebla","Actividades pecuarias","Impacto Mínimo",3,2024-01-17,2024-01-17
"Puebla","Actividades pecuarias","Impacto Mínimo",3.5,2024-01-18,2024-01-19
"Puebla","Intencional","Impacto Mínimo",2.5,2024-01-18,2024-01-19
"Puebla","Intencional","Impacto Mínimo",96,2024-01-19,2024-01-20
"Puebla","Actividades pecuarias","Impacto Mínimo",1.08,2024-01-26,2024-01-27
"Puebla","Intencional","Impacto Mínimo",10.17,2024-01-27,2024-01-27
"Puebla","Actividades agrícolas","Impacto Mínimo",2.18,2024-01-27,2024-01-27
"Puebla","Actividades pecuarias","Impacto Mínimo",6.5,2024-01-28,2024-01-28
"Puebla","Actividades pecuarias","Impacto Mínimo",4.65,2024-01-30,2024-01-30
"Puebla","Desconocidas","Impacto Mínimo",12.5,2024-01-30,2024-01-30
"Puebla","Actividades pecuarias","Impacto Mínimo",3,2024-01-31,2024-01-31
"Puebla","Desconocidas","Impacto Mínimo",2.12,2024-01-31,2024-01-31
"Puebla","Actividades pecuarias","Impacto Mínimo",12.11,2024-01-31,2024-01-31
"Puebla","Desconocidas","Impacto Mínimo",2,2024-02-01,2024-02-02
"Puebla","Cazadores","Impacto Mínimo",6.5,2024-02-02,2024-02-02
"Puebla","Actividades pecuarias","Impacto Mínimo",6.35,2024-02-02,2024-02-03
"Puebla","Actividades pecuarias","Impacto Mínimo",13.5,2024-02-03,2024-02-03
"Puebla","Desconocidas","Impacto Mínimo",11.5,2024-02-04,2024-02-04
"Puebla","Actividades agrícolas","Impacto Mínimo",1.5,2024-02-04,2024-02-04
"Puebla","Actividades agrícolas","Impacto Mínimo",4,2024-02-04,2024-02-04
"Puebla","Actividades pecuarias","Impacto Mínimo",22.5,2024-02-03,2024-02-04
